,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
263,57.0,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.093005424722258,U104,20180412
264,58.0,3.1,0.0,0,750,Allura Clarity,Plane B,11,2.2909959641289515,U104,20180412
265,58.0,3.1,0.1,0,750,Allura Clarity,Plane B,11,3.375443544637655,U104,20180412
266,58.0,3.1,0.4,0,750,Allura Clarity,Plane B,11,5.0259958205573945,U104,20180412
267,58.0,3.1,0.9,0,750,Allura Clarity,Plane B,11,6.182972973425624,U104,20180412
268,58.0,3.1,0.0,1,750,Allura Clarity,Plane B,11,2.6584219443952386,U104,20180412
269,58.0,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.6053073023451474,U104,20180412
270,58.0,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.1201625021707455,U104,20180412
271,58.0,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.223102744163229,U104,20180412
272,59.0,3.1,0.0,0,750,Allura Clarity,Plane B,11,2.328686797451045,U104,20180412
273,59.0,3.1,0.1,0,750,Allura Clarity,Plane B,11,3.435422964665424,U104,20180412
