kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,h,comment
83,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.25,0.932,Inherent filtration measured in lab 106 - 2018-03-28
83,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.02,0.954,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0,0,770,AXIOM-Artis,Single Plane,8,3.91,0.723,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.31,0.802,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.28,0.85,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,6.99,0.882,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.33,0.932,Inherent filtration measured in lab 106 - 2018-03-28
84,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.1,0.954,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0,0,770,AXIOM-Artis,Single Plane,8,3.96,0.722,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.38,0.801,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.35,0.849,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.06,0.881,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.41,0.932,Inherent filtration measured in lab 106 - 2018-03-28
85,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.18,0.954,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.01,0.721,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.43,0.801,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.41,0.849,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.13,0.881,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.48,0.932,Inherent filtration measured in lab 106 - 2018-03-28
86,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.25,0.954,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.06,0.72,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.5,0.8,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.48,0.849,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.2,0.881,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.55,0.932,Inherent filtration measured in lab 106 - 2018-03-28
87,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.33,0.954,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.11,0.719,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.56,0.8,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.55,0.849,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.27,0.881,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.63,0.932,Inherent filtration measured in lab 106 - 2018-03-28
88,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.41,0.954,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.16,0.718,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.62,0.8,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.61,0.849,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.34,0.881,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.69,0.932,Inherent filtration measured in lab 106 - 2018-03-28
89,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.47,0.954,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.2,0.717,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.68,0.799,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.68,0.849,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.41,0.881,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.77,0.932,Inherent filtration measured in lab 106 - 2018-03-28
90,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.55,0.954,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.25,0.716,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.74,0.799,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.75,0.849,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.48,0.881,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.84,0.932,Inherent filtration measured in lab 106 - 2018-03-28
91,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.62,0.954,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.3,0.715,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.8,0.798,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.81,0.848,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.54,0.881,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.91,0.931,Inherent filtration measured in lab 106 - 2018-03-28
92,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.69,0.953,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.35,0.714,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.86,0.798,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.88,0.848,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.61,0.881,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,8.98,0.931,Inherent filtration measured in lab 106 - 2018-03-28
93,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.76,0.953,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.4,0.713,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.92,0.798,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,6.94,0.848,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.68,0.881,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.05,0.931,Inherent filtration measured in lab 106 - 2018-03-28
94,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.83,0.953,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.45,0.713,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,5.98,0.798,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7,0.848,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.74,0.881,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.11,0.931,Inherent filtration measured in lab 106 - 2018-03-28
95,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.9,0.953,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.5,0.712,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.03,0.798,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.06,0.848,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.8,0.881,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.17,0.931,Inherent filtration measured in lab 106 - 2018-03-28
96,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,9.96,0.953,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.55,0.712,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.09,0.798,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.12,0.848,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.86,0.881,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.23,0.931,Inherent filtration measured in lab 106 - 2018-03-28
97,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10,0.953,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.6,0.711,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.15,0.798,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.18,0.849,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.92,0.881,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.29,0.931,Inherent filtration measured in lab 106 - 2018-03-28
98,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.1,0.953,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.64,0.711,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.2,0.798,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.23,0.849,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,7.97,0.882,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.35,0.931,Inherent filtration measured in lab 106 - 2018-03-28
99,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.1,0.952,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.69,0.711,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.26,0.798,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.29,0.849,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.04,0.882,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.41,0.931,Inherent filtration measured in lab 106 - 2018-03-28
100,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.2,0.952,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.74,0.71,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.31,0.798,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.35,0.849,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.1,0.882,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.47,0.931,Inherent filtration measured in lab 106 - 2018-03-28
101,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.3,0.952,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.79,0.71,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.37,0.798,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.41,0.849,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.16,0.882,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.53,0.931,Inherent filtration measured in lab 106 - 2018-03-28
102,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.3,0.952,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.84,0.71,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.43,0.798,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.47,0.849,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.22,0.882,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.59,0.931,Inherent filtration measured in lab 106 - 2018-03-28
103,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.4,0.952,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.89,0.71,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.48,0.798,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.53,0.849,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.27,0.882,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.65,0.931,Inherent filtration measured in lab 106 - 2018-03-28
104,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.4,0.952,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.94,0.709,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.54,0.798,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.59,0.85,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.33,0.882,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.71,0.931,Inherent filtration measured in lab 106 - 2018-03-28
105,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.5,0.951,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0,0,770,AXIOM-Artis,Single Plane,8,4.98,0.71,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.58,0.799,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.63,0.85,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.38,0.882,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.75,0.931,Inherent filtration measured in lab 106 - 2018-03-28
106,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.6,0.951,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.03,0.709,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.64,0.799,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.69,0.85,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.43,0.882,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.81,0.93,Inherent filtration measured in lab 106 - 2018-03-28
107,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.6,0.951,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.08,0.709,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.69,0.799,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.74,0.85,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.49,0.882,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.86,0.93,Inherent filtration measured in lab 106 - 2018-03-28
108,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.7,0.951,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.12,0.71,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.74,0.8,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.79,0.851,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.53,0.883,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.91,0.93,Inherent filtration measured in lab 106 - 2018-03-28
109,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.7,0.95,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.17,0.71,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.79,0.8,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.84,0.851,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.59,0.883,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,9.96,0.93,Inherent filtration measured in lab 106 - 2018-03-28
110,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.8,0.95,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.22,0.71,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.84,0.8,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.9,0.851,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.64,0.883,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10,0.93,Inherent filtration measured in lab 106 - 2018-03-28
111,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.8,0.95,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.27,0.71,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.9,0.8,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,7.95,0.851,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.7,0.883,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.1,0.93,Inherent filtration measured in lab 106 - 2018-03-28
112,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.9,0.95,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.32,0.71,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,6.95,0.8,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8,0.851,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.75,0.883,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.1,0.93,Inherent filtration measured in lab 106 - 2018-03-28
113,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,10.9,0.95,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.36,0.71,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7,0.801,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.06,0.852,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.8,0.883,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.2,0.93,Inherent filtration measured in lab 106 - 2018-03-28
114,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11,0.95,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.41,0.71,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.05,0.801,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.11,0.852,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.86,0.883,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.2,0.93,Inherent filtration measured in lab 106 - 2018-03-28
115,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11,0.95,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.45,0.711,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.09,0.801,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.15,0.852,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.89,0.883,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.3,0.93,Inherent filtration measured in lab 106 - 2018-03-28
116,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.1,0.949,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.5,0.711,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.15,0.802,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.2,0.852,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.95,0.883,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.3,0.93,Inherent filtration measured in lab 106 - 2018-03-28
117,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.1,0.949,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.55,0.711,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.19,0.802,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.25,0.852,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,8.99,0.884,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.4,0.93,Inherent filtration measured in lab 106 - 2018-03-28
118,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.2,0.949,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.59,0.712,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.24,0.803,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.29,0.853,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.03,0.884,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.4,0.929,Inherent filtration measured in lab 106 - 2018-03-28
119,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.2,0.948,Inherent filtration measured in lab 106 - 2018-03-28
