kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,h,comment
120,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.64,0.712,Inherent filtration measured in lab 106 - 2018-03-28
120,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.29,0.803,Inherent filtration measured in lab 106 - 2018-03-28
120,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.34,0.853,Inherent filtration measured in lab 106 - 2018-03-28
120,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.08,0.884,Inherent filtration measured in lab 106 - 2018-03-28
120,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.5,0.929,Inherent filtration measured in lab 106 - 2018-03-28
120,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.3,0.948,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.68,0.712,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.34,0.803,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.39,0.853,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.13,0.884,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.5,0.929,Inherent filtration measured in lab 106 - 2018-03-28
121,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.3,0.948,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.73,0.713,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.39,0.804,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.44,0.854,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.18,0.884,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.6,0.929,Inherent filtration measured in lab 106 - 2018-03-28
122,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.4,0.948,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.78,0.713,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.44,0.804,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.49,0.854,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.23,0.884,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.6,0.929,Inherent filtration measured in lab 106 - 2018-03-28
123,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.4,0.948,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.83,0.713,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.49,0.804,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.54,0.854,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.28,0.884,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.7,11.5,Inherent filtration measured in lab 106 - 2018-03-28
124,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.5,0.948,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0,0,770,AXIOM-Artis,Single Plane,8,5.88,0.714,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,7.54,0.805,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,8.59,0.854,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,9.33,0.885,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,10.7,0.929,Inherent filtration measured in lab 106 - 2018-03-28
125,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,11.5,0.948,Inherent filtration measured in lab 106 - 2018-03-28
50,4.4,0,0,795,Allura Clarity,Plane A,11,2.37,0.812,Inherent filtration measured in lab U104 - 2018-04-12
50,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.29,0.882,Inherent filtration measured in lab U104 - 2018-04-12
50,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.4,0.943,Inherent filtration measured in lab U104 - 2018-04-12
50,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.22,0.974,Inherent filtration measured in lab U104 - 2018-04-12
51,4.4,0,0,795,Allura Clarity,Plane A,11,2.418,,Inherent filtration measured in lab U104 - 2018-04-12
51,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.366,,Inherent filtration measured in lab U104 - 2018-04-12
51,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.514,,Inherent filtration measured in lab U104 - 2018-04-12
51,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.364,,Inherent filtration measured in lab U104 - 2018-04-12
52,4.4,0,0,795,Allura Clarity,Plane A,11,2.466,,Inherent filtration measured in lab U104 - 2018-04-12
52,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.442,,Inherent filtration measured in lab U104 - 2018-04-12
52,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.628,,Inherent filtration measured in lab U104 - 2018-04-12
52,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.508,,Inherent filtration measured in lab U104 - 2018-04-12
53,4.4,0,0,795,Allura Clarity,Plane A,11,2.514,,Inherent filtration measured in lab U104 - 2018-04-12
53,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.518,,Inherent filtration measured in lab U104 - 2018-04-12
53,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.742,,Inherent filtration measured in lab U104 - 2018-04-12
53,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.652,,Inherent filtration measured in lab U104 - 2018-04-12
54,4.4,0,0,795,Allura Clarity,Plane A,11,2.562,,Inherent filtration measured in lab U104 - 2018-04-12
54,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.594,,Inherent filtration measured in lab U104 - 2018-04-12
54,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.856,,Inherent filtration measured in lab U104 - 2018-04-12
54,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.796,,Inherent filtration measured in lab U104 - 2018-04-12
55,4.4,0,0,795,Allura Clarity,Plane A,11,2.61,0.794,Inherent filtration measured in lab U104 - 2018-04-12
55,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.67,0.867,Inherent filtration measured in lab U104 - 2018-04-12
55,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.97,0.934,Inherent filtration measured in lab U104 - 2018-04-12
55,4.4,0.9,1,795,Allura Clarity,Plane A,11,5.94,0.969,Inherent filtration measured in lab U104 - 2018-04-12
56,4.4,0,0,795,Allura Clarity,Plane A,11,2.656,,Inherent filtration measured in lab U104 - 2018-04-12
56,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.74,,Inherent filtration measured in lab U104 - 2018-04-12
56,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.074,,Inherent filtration measured in lab U104 - 2018-04-12
56,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.072,,Inherent filtration measured in lab U104 - 2018-04-12
57,4.4,0,0,795,Allura Clarity,Plane A,11,2.702,,Inherent filtration measured in lab U104 - 2018-04-12
57,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.81,,Inherent filtration measured in lab U104 - 2018-04-12
57,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.178,,Inherent filtration measured in lab U104 - 2018-04-12
57,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.204,,Inherent filtration measured in lab U104 - 2018-04-12
58,4.4,0,0,795,Allura Clarity,Plane A,11,2.748,,Inherent filtration measured in lab U104 - 2018-04-12
58,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.88,,Inherent filtration measured in lab U104 - 2018-04-12
58,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.282,,Inherent filtration measured in lab U104 - 2018-04-12
58,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.336,,Inherent filtration measured in lab U104 - 2018-04-12
59,4.4,0,0,795,Allura Clarity,Plane A,11,2.794,,Inherent filtration measured in lab U104 - 2018-04-12
59,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.95,,Inherent filtration measured in lab U104 - 2018-04-12
59,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.386,,Inherent filtration measured in lab U104 - 2018-04-12
59,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.468,,Inherent filtration measured in lab U104 - 2018-04-12
60,4.4,0,0,795,Allura Clarity,Plane A,11,2.84,0.779,Inherent filtration measured in lab U104 - 2018-04-12
60,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.02,0.855,Inherent filtration measured in lab U104 - 2018-04-12
60,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.49,0.927,Inherent filtration measured in lab U104 - 2018-04-12
60,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.6,0.965,Inherent filtration measured in lab U104 - 2018-04-12
61,4.4,0,0,795,Allura Clarity,Plane A,11,2.884,,Inherent filtration measured in lab U104 - 2018-04-12
61,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.086,,Inherent filtration measured in lab U104 - 2018-04-12
61,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.588,,Inherent filtration measured in lab U104 - 2018-04-12
61,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.724,,Inherent filtration measured in lab U104 - 2018-04-12
62,4.4,0,0,795,Allura Clarity,Plane A,11,2.928,,Inherent filtration measured in lab U104 - 2018-04-12
62,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.152,,Inherent filtration measured in lab U104 - 2018-04-12
62,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.686,,Inherent filtration measured in lab U104 - 2018-04-12
62,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.848,,Inherent filtration measured in lab U104 - 2018-04-12
63,4.4,0,0,795,Allura Clarity,Plane A,11,2.972,,Inherent filtration measured in lab U104 - 2018-04-12
63,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.218,,Inherent filtration measured in lab U104 - 2018-04-12
63,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.784,,Inherent filtration measured in lab U104 - 2018-04-12
63,4.4,0.9,1,795,Allura Clarity,Plane A,11,6.972,,Inherent filtration measured in lab U104 - 2018-04-12
64,4.4,0,0,795,Allura Clarity,Plane A,11,3.016,,Inherent filtration measured in lab U104 - 2018-04-12
64,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.284,,Inherent filtration measured in lab U104 - 2018-04-12
64,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.882,,Inherent filtration measured in lab U104 - 2018-04-12
64,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.096,,Inherent filtration measured in lab U104 - 2018-04-12
65,4.4,0,0,795,Allura Clarity,Plane A,11,3.06,0.765,Inherent filtration measured in lab U104 - 2018-04-12
65,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.35,0.845,Inherent filtration measured in lab U104 - 2018-04-12
65,4.4,0.4,1,795,Allura Clarity,Plane A,11,5.98,0.92,Inherent filtration measured in lab U104 - 2018-04-12
65,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.22,0.961,Inherent filtration measured in lab U104 - 2018-04-12
66,4.4,0,0,795,Allura Clarity,Plane A,11,3.102,,Inherent filtration measured in lab U104 - 2018-04-12
66,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.414,,Inherent filtration measured in lab U104 - 2018-04-12
66,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.072,,Inherent filtration measured in lab U104 - 2018-04-12
66,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.334,,Inherent filtration measured in lab U104 - 2018-04-12
67,4.4,0,0,795,Allura Clarity,Plane A,11,3.144,,Inherent filtration measured in lab U104 - 2018-04-12
67,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.478,,Inherent filtration measured in lab U104 - 2018-04-12
67,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.164,,Inherent filtration measured in lab U104 - 2018-04-12
67,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.448,,Inherent filtration measured in lab U104 - 2018-04-12
68,4.4,0,0,795,Allura Clarity,Plane A,11,3.186,,Inherent filtration measured in lab U104 - 2018-04-12
68,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.542,,Inherent filtration measured in lab U104 - 2018-04-12
68,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.256,,Inherent filtration measured in lab U104 - 2018-04-12
68,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.562,,Inherent filtration measured in lab U104 - 2018-04-12
69,4.4,0,0,795,Allura Clarity,Plane A,11,3.228,,Inherent filtration measured in lab U104 - 2018-04-12
69,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.606,,Inherent filtration measured in lab U104 - 2018-04-12
69,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.348,,Inherent filtration measured in lab U104 - 2018-04-12
69,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.676,,Inherent filtration measured in lab U104 - 2018-04-12
70,4.4,0,0,795,Allura Clarity,Plane A,11,3.27,0.754,Inherent filtration measured in lab U104 - 2018-04-12
70,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.67,0.836,Inherent filtration measured in lab U104 - 2018-04-12
70,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.44,0.915,Inherent filtration measured in lab U104 - 2018-04-12
70,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.79,0.958,Inherent filtration measured in lab U104 - 2018-04-12
71,4.4,0,0,795,Allura Clarity,Plane A,11,3.316,,Inherent filtration measured in lab U104 - 2018-04-12
71,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.738,,Inherent filtration measured in lab U104 - 2018-04-12
71,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.532,,Inherent filtration measured in lab U104 - 2018-04-12
71,4.4,0.9,1,795,Allura Clarity,Plane A,11,7.898,,Inherent filtration measured in lab U104 - 2018-04-12
72,4.4,0,0,795,Allura Clarity,Plane A,11,3.362,,Inherent filtration measured in lab U104 - 2018-04-12
72,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.806,,Inherent filtration measured in lab U104 - 2018-04-12
72,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.624,,Inherent filtration measured in lab U104 - 2018-04-12
72,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.006,,Inherent filtration measured in lab U104 - 2018-04-12
73,4.4,0,0,795,Allura Clarity,Plane A,11,3.408,,Inherent filtration measured in lab U104 - 2018-04-12
73,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.874,,Inherent filtration measured in lab U104 - 2018-04-12
73,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.716,,Inherent filtration measured in lab U104 - 2018-04-12
73,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.114,,Inherent filtration measured in lab U104 - 2018-04-12
74,4.4,0,0,795,Allura Clarity,Plane A,11,3.454,,Inherent filtration measured in lab U104 - 2018-04-12
74,4.4,0.1,1,795,Allura Clarity,Plane A,11,4.942,,Inherent filtration measured in lab U104 - 2018-04-12
74,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.808,,Inherent filtration measured in lab U104 - 2018-04-12
74,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.222,,Inherent filtration measured in lab U104 - 2018-04-12
75,4.4,0,0,795,Allura Clarity,Plane A,11,3.5,0.742,Inherent filtration measured in lab U104 - 2018-04-12
75,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.01,0.827,Inherent filtration measured in lab U104 - 2018-04-12
75,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.9,0.911,Inherent filtration measured in lab U104 - 2018-04-12
75,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.33,0.957,Inherent filtration measured in lab U104 - 2018-04-12
76,4.4,0,0,795,Allura Clarity,Plane A,11,3.546,,Inherent filtration measured in lab U104 - 2018-04-12
76,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.076,,Inherent filtration measured in lab U104 - 2018-04-12
76,4.4,0.4,1,795,Allura Clarity,Plane A,11,6.986,,Inherent filtration measured in lab U104 - 2018-04-12
76,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.426,,Inherent filtration measured in lab U104 - 2018-04-12
77,4.4,0,0,795,Allura Clarity,Plane A,11,3.592,,Inherent filtration measured in lab U104 - 2018-04-12
77,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.142,,Inherent filtration measured in lab U104 - 2018-04-12
77,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.072,,Inherent filtration measured in lab U104 - 2018-04-12
77,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.522,,Inherent filtration measured in lab U104 - 2018-04-12
78,4.4,0,0,795,Allura Clarity,Plane A,11,3.638,,Inherent filtration measured in lab U104 - 2018-04-12
78,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.208,,Inherent filtration measured in lab U104 - 2018-04-12
78,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.158,,Inherent filtration measured in lab U104 - 2018-04-12
78,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.618,,Inherent filtration measured in lab U104 - 2018-04-12
79,4.4,0,0,795,Allura Clarity,Plane A,11,3.684,,Inherent filtration measured in lab U104 - 2018-04-12
79,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.274,,Inherent filtration measured in lab U104 - 2018-04-12
79,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.244,,Inherent filtration measured in lab U104 - 2018-04-12
79,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.714,,Inherent filtration measured in lab U104 - 2018-04-12
80,4.4,0,0,795,Allura Clarity,Plane A,11,3.73,0.732,Inherent filtration measured in lab U104 - 2018-04-12
80,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.34,0.821,Inherent filtration measured in lab U104 - 2018-04-12
80,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.33,0.909,Inherent filtration measured in lab U104 - 2018-04-12
80,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.81,0.956,Inherent filtration measured in lab U104 - 2018-04-12
81,4.4,0,0,795,Allura Clarity,Plane A,11,3.778,,Inherent filtration measured in lab U104 - 2018-04-12
81,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.406,,Inherent filtration measured in lab U104 - 2018-04-12
81,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.41,,Inherent filtration measured in lab U104 - 2018-04-12
81,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.896,,Inherent filtration measured in lab U104 - 2018-04-12
82,4.4,0,0,795,Allura Clarity,Plane A,11,3.826,,Inherent filtration measured in lab U104 - 2018-04-12
82,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.472,,Inherent filtration measured in lab U104 - 2018-04-12
82,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.49,,Inherent filtration measured in lab U104 - 2018-04-12
82,4.4,0.9,1,795,Allura Clarity,Plane A,11,8.982,,Inherent filtration measured in lab U104 - 2018-04-12
83,4.4,0,0,795,Allura Clarity,Plane A,11,3.874,,Inherent filtration measured in lab U104 - 2018-04-12
83,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.538,,Inherent filtration measured in lab U104 - 2018-04-12
83,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.57,,Inherent filtration measured in lab U104 - 2018-04-12
83,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.068,,Inherent filtration measured in lab U104 - 2018-04-12
84,4.4,0,0,795,Allura Clarity,Plane A,11,3.922,,Inherent filtration measured in lab U104 - 2018-04-12
84,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.604,,Inherent filtration measured in lab U104 - 2018-04-12
84,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.65,,Inherent filtration measured in lab U104 - 2018-04-12
84,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.154,,Inherent filtration measured in lab U104 - 2018-04-12
85,4.4,0,0,795,Allura Clarity,Plane A,11,3.97,0.724,Inherent filtration measured in lab U104 - 2018-04-12
85,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.67,0.817,Inherent filtration measured in lab U104 - 2018-04-12
85,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.73,0.908,Inherent filtration measured in lab U104 - 2018-04-12
85,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.24,0.955,Inherent filtration measured in lab U104 - 2018-04-12
86,4.4,0,0,795,Allura Clarity,Plane A,11,4.016,,Inherent filtration measured in lab U104 - 2018-04-12
86,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.73,,Inherent filtration measured in lab U104 - 2018-04-12
86,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.802,,Inherent filtration measured in lab U104 - 2018-04-12
86,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.314,,Inherent filtration measured in lab U104 - 2018-04-12
87,4.4,0,0,795,Allura Clarity,Plane A,11,4.062,,Inherent filtration measured in lab U104 - 2018-04-12
87,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.79,,Inherent filtration measured in lab U104 - 2018-04-12
87,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.874,,Inherent filtration measured in lab U104 - 2018-04-12
87,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.388,,Inherent filtration measured in lab U104 - 2018-04-12
88,4.4,0,0,795,Allura Clarity,Plane A,11,4.108,,Inherent filtration measured in lab U104 - 2018-04-12
88,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.85,,Inherent filtration measured in lab U104 - 2018-04-12
88,4.4,0.4,1,795,Allura Clarity,Plane A,11,7.946,,Inherent filtration measured in lab U104 - 2018-04-12
88,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.462,,Inherent filtration measured in lab U104 - 2018-04-12
89,4.4,0,0,795,Allura Clarity,Plane A,11,4.154,,Inherent filtration measured in lab U104 - 2018-04-12
89,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.91,,Inherent filtration measured in lab U104 - 2018-04-12
89,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.018,,Inherent filtration measured in lab U104 - 2018-04-12
89,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.536,,Inherent filtration measured in lab U104 - 2018-04-12
90,4.4,0,0,795,Allura Clarity,Plane A,11,4.2,0.719,Inherent filtration measured in lab U104 - 2018-04-12
90,4.4,0.1,1,795,Allura Clarity,Plane A,11,5.97,0.815,Inherent filtration measured in lab U104 - 2018-04-12
90,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.09,0.908,Inherent filtration measured in lab U104 - 2018-04-12
90,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.61,0.955,Inherent filtration measured in lab U104 - 2018-04-12
91,4.4,0,0,795,Allura Clarity,Plane A,11,4.248,,Inherent filtration measured in lab U104 - 2018-04-12
91,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.032,,Inherent filtration measured in lab U104 - 2018-04-12
91,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.158,,Inherent filtration measured in lab U104 - 2018-04-12
91,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.68,,Inherent filtration measured in lab U104 - 2018-04-12
92,4.4,0,0,795,Allura Clarity,Plane A,11,4.296,,Inherent filtration measured in lab U104 - 2018-04-12
92,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.094,,Inherent filtration measured in lab U104 - 2018-04-12
92,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.226,,Inherent filtration measured in lab U104 - 2018-04-12
92,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.75,,Inherent filtration measured in lab U104 - 2018-04-12
93,4.4,0,0,795,Allura Clarity,Plane A,11,4.344,,Inherent filtration measured in lab U104 - 2018-04-12
93,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.156,,Inherent filtration measured in lab U104 - 2018-04-12
93,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.294,,Inherent filtration measured in lab U104 - 2018-04-12
93,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.82,,Inherent filtration measured in lab U104 - 2018-04-12
94,4.4,0,0,795,Allura Clarity,Plane A,11,4.392,,Inherent filtration measured in lab U104 - 2018-04-12
94,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.218,,Inherent filtration measured in lab U104 - 2018-04-12
94,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.362,,Inherent filtration measured in lab U104 - 2018-04-12
94,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.89,,Inherent filtration measured in lab U104 - 2018-04-12
95,4.4,0,0,795,Allura Clarity,Plane A,11,4.44,0.714,Inherent filtration measured in lab U104 - 2018-04-12
95,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.28,0.813,Inherent filtration measured in lab U104 - 2018-04-12
95,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.43,0.908,Inherent filtration measured in lab U104 - 2018-04-12
95,4.4,0.9,1,795,Allura Clarity,Plane A,11,9.96,0.954,Inherent filtration measured in lab U104 - 2018-04-12
96,4.4,0,0,795,Allura Clarity,Plane A,11,4.486,,Inherent filtration measured in lab U104 - 2018-04-12
96,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.334,,Inherent filtration measured in lab U104 - 2018-04-12
96,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.488,,Inherent filtration measured in lab U104 - 2018-04-12
96,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.028,,Inherent filtration measured in lab U104 - 2018-04-12
97,4.4,0,0,795,Allura Clarity,Plane A,11,4.532,,Inherent filtration measured in lab U104 - 2018-04-12
97,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.388,,Inherent filtration measured in lab U104 - 2018-04-12
97,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.546,,Inherent filtration measured in lab U104 - 2018-04-12
97,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.096,,Inherent filtration measured in lab U104 - 2018-04-12
98,4.4,0,0,795,Allura Clarity,Plane A,11,4.578,,Inherent filtration measured in lab U104 - 2018-04-12
98,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.442,,Inherent filtration measured in lab U104 - 2018-04-12
98,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.604,,Inherent filtration measured in lab U104 - 2018-04-12
98,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.164,,Inherent filtration measured in lab U104 - 2018-04-12
99,4.4,0,0,795,Allura Clarity,Plane A,11,4.624,,Inherent filtration measured in lab U104 - 2018-04-12
99,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.496,,Inherent filtration measured in lab U104 - 2018-04-12
99,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.662,,Inherent filtration measured in lab U104 - 2018-04-12
