,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
237,54.0,3.6,0.1,1,615,Allura Clarity,Single Plane,11,3.4351524303929026,U601,20180418
238,54.0,3.6,0.4,1,615,Allura Clarity,Single Plane,11,4.746273533612937,U601,20180418
239,54.0,3.6,0.9,1,615,Allura Clarity,Single Plane,11,5.70769463822339,U601,20180418
240,55.0,3.6,0.0,0,615,Allura Clarity,Single Plane,11,2.3571821404720934,U601,20180418
241,55.0,3.6,0.1,0,615,Allura Clarity,Single Plane,11,3.302673124087705,U601,20180418
242,55.0,3.6,0.4,0,615,Allura Clarity,Single Plane,11,4.7685295369599014,U601,20180418
243,55.0,3.6,0.9,0,615,Allura Clarity,Single Plane,11,5.808183846224761,U601,20180418
244,55.0,3.6,0.0,1,615,Allura Clarity,Single Plane,11,2.674804673865033,U601,20180418
245,55.0,3.6,0.1,1,615,Allura Clarity,Single Plane,11,3.5051201391215328,U601,20180418
246,55.0,3.6,0.4,1,615,Allura Clarity,Single Plane,11,4.853056973660707,U601,20180418
247,55.0,3.6,0.9,1,615,Allura Clarity,Single Plane,11,5.844388890393135,U601,20180418
248,56.0,3.6,0.0,0,615,Allura Clarity,Single Plane,11,2.3993486998887814,U601,20180418
249,56.0,3.6,0.1,0,615,Allura Clarity,Single Plane,11,3.3670503190350694,U601,20180418
250,56.0,3.6,0.4,0,615,Allura Clarity,Single Plane,11,4.871662177892114,U601,20180418
251,56.0,3.6,0.9,0,615,Allura Clarity,Single Plane,11,5.941923772149048,U601,20180418
252,56.0,3.6,0.0,1,615,Allura Clarity,Single Plane,11,2.7237996116239813,U601,20180418
253,56.0,3.6,0.1,1,615,Allura Clarity,Single Plane,11,3.574342864155777,U601,20180418
254,56.0,3.6,0.4,1,615,Allura Clarity,Single Plane,11,4.9584876525038455,U601,20180418
255,56.0,3.6,0.9,1,615,Allura Clarity,Single Plane,11,5.97922897733237,U601,20180418
256,57.0,3.6,0.0,0,615,Allura Clarity,Single Plane,11,2.441188541491399,U601,20180418
257,57.0,3.6,0.1,0,615,Allura Clarity,Single Plane,11,3.4307668466057737,U601,20180418
258,57.0,3.6,0.4,0,615,Allura Clarity,Single Plane,11,4.973437100877548,U601,20180418
259,57.0,3.6,0.9,0,615,Allura Clarity,Single Plane,11,6.073645199994596,U601,20180418
260,57.0,3.6,0.0,1,615,Allura Clarity,Single Plane,11,2.772363982993887,U601,20180418
261,57.0,3.6,0.1,1,615,Allura Clarity,Single Plane,11,3.6428217029586585,U601,20180418
262,57.0,3.6,0.4,1,615,Allura Clarity,Single Plane,11,5.062514452425832,U601,20180418
263,57.0,3.6,0.9,1,615,Allura Clarity,Single Plane,11,6.112024208361931,U601,20180418
264,58.0,3.6,0.0,0,615,Allura Clarity,Single Plane,11,2.4827270317065784,U601,20180418
265,58.0,3.6,0.1,0,615,Allura Clarity,Single Plane,11,3.4938400526550377,U601,20180418
266,58.0,3.6,0.4,0,615,Allura Clarity,Single Plane,11,5.073820854279272,U601,20180418
267,58.0,3.6,0.9,0,615,Allura Clarity,Single Plane,11,6.203217787351792,U601,20180418
268,58.0,3.6,0.0,1,615,Allura Clarity,Single Plane,11,2.82052252785585,U601,20180418
269,58.0,3.6,0.1,1,615,Allura Clarity,Single Plane,11,3.7105704666699957,U601,20180418
270,58.0,3.6,0.4,1,615,Allura Clarity,Single Plane,11,5.16509833667228,U601,20180418
