,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
141,42.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,2.6169643613780766,U104,20180412
142,42.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,3.3830951545045234,U104,20180412
143,42.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,3.9285343759821343,U104,20180412
144,43.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.0007175355238447,U104,20180412
145,43.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.5783611169516263,U104,20180412
146,43.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,3.4590585351986327,U104,20180412
147,43.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.067577313519387,U104,20180412
148,43.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.197408026199207,U104,20180412
149,43.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,2.7028469741814245,U104,20180412
150,43.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,3.5099870261339947,U104,20180412
151,43.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.0887668506833545,U104,20180412
152,44.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.055605302876297,U104,20180412
153,44.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.657787353751726,U104,20180412
154,44.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,3.5821566247918986,U104,20180412
155,44.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.225389347944369,U104,20180412
156,44.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.259890809839761,U104,20180412
157,44.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,2.787725207402227,U104,20180412
158,44.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,3.635732698046952,U104,20180412
159,44.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.247796066935042,U104,20180412
160,45.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.109763154136108,U104,20180412
161,45.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.736265397042288,U104,20180412
162,45.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,3.7041122239163604,U104,20180412
163,45.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.382120512342207,U104,20180412
164,45.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.3215537269683044,U104,20180412
165,45.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,2.8716129526718017,U104,20180412
