,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
87,39.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,2.7804060518765303,U106,20180328
88,39.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.1948586471626546,U106,20180328
89,39.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,3.4256284820280456,U106,20180328
90,40.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,1.7956155552876814,U106,20180328
91,40.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.3155527738937653,U106,20180328
92,40.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,2.6544027909714103,U106,20180328
93,40.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,2.8960443850639854,U106,20180328
94,40.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.338855628182217,U106,20180328
95,40.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,3.586900749965619,U106,20180328
96,41.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,1.852220826661223,U106,20180328
97,41.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.3975842694197653,U106,20180328
98,41.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,2.755004190616683,U106,20180328
99,41.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.0109333052023475,U106,20180328
100,41.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.4824200061143857,U106,20180328
101,41.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,3.748135956394897,U106,20180328
102,42.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,1.9080484380146814,U106,20180328
103,42.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.4786656645021403,U106,20180328
104,42.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,2.854619786847492,U106,20180328
105,42.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.124845068670591,U106,20180328
106,42.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.6250839924538676,U106,20180328
107,42.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,3.908502827930072,U106,20180328
108,43.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,1.9631521952395923,U106,20180328
109,43.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.5588213643204276,U106,20180328
110,43.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,2.9532303853875588,U106,20180328
111,43.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.2377131002453505,U106,20180328
112,43.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.7666359661664357,U106,20180328
113,43.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.067668786185004,U106,20180328
114,44.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.0175793070942243,U106,20180328
115,44.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.638080601413289,U106,20180328
116,44.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.050843537681553,U106,20180328
117,44.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.349525862889855,U106,20180328
118,44.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,3.907042945120787,U106,20180328
119,44.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.225655207801803,U106,20180328
120,45.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.07136818856285,U106,20180328
121,45.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.7164597013397964,U106,20180328
122,45.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.1474555559454305,U106,20180328
123,45.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.4602697263816187,U106,20180328
124,45.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.046320720296904,U106,20180328
125,45.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.382578303337869,U106,20180328
