kvp_kv,filtration_inherent_mmal,filtration_added_mmcu,filtration_added_mmal,anode_angle_deg,hvl_mmal
25,5.000000000000003,0.4,1,11,1.2127997901615042
25,5.000000000000003,0.9,1,11,1.2936121600473374
26,2.0,0.0,0,11,0.7035332483854094
26,2.0,0.1,0,11,0.9973099279927518
26,2.0,0.4,0,11,1.2821447589388075
26,2.0,0.9,0,11,1.4145941928911008
26,2.0,0.0,1,11,0.828002436182317
26,2.0,0.1,1,11,1.050616905824889
26,2.0,0.4,1,11,1.296038024700718
26,2.0,0.9,1,11,1.4186903939627444
26,2.1,0.0,0,11,0.7183146001902815
26,2.1,0.1,0,11,1.0031839795563429
26,2.1,0.4,0,11,1.2835962713566549
26,2.1,0.9,0,11,1.415015121443884
26,2.1,0.0,1,11,0.8381788653530373
26,2.1,0.1,1,11,1.055358395369897
26,2.1,0.4,1,11,1.2973550584013784
26,2.1,0.9,1,11,1.4190865333937366
26,2.2,0.0,0,11,0.7324672946198496
26,2.2,0.1,0,11,1.008925035325094
26,2.2,0.4,0,11,1.2850333960605271
26,2.2,0.9,0,11,1.415433486289343
26,2.2,0.0,1,11,0.8480366102977034
26,2.2,0.1,1,11,1.0600069402367054
26,2.2,0.4,1,11,1.2986597106730986
26,2.2,0.9,1,11,1.419480294080413
26,2.3000000000000003,0.0,0,11,0.7460421804176182
26,2.3000000000000003,0.1,0,11,1.014538131102737
26,2.3000000000000003,0.4,0,11,1.286456356420946
26,2.3000000000000003,0.9,0,11,1.415849306791569
26,2.3000000000000003,0.0,1,11,0.8575925761172303
26,2.3000000000000003,0.1,1,11,1.06456552717179
26,2.3000000000000003,0.4,1,11,1.2999521593134291
26,2.3000000000000003,0.9,1,11,1.4198716935060274
26,2.4000000000000004,0.0,0,11,0.7590833138616842
26,2.4000000000000004,0.1,0,11,1.0200280424630706
26,2.4000000000000004,0.4,0,11,1.28786536821334
26,2.4000000000000004,0.9,0,11,1.4162626021146134
26,2.4000000000000004,0.0,1,11,0.8668623332578475
26,2.4000000000000004,0.1,1,11,1.0690370210621223
26,2.4000000000000004,0.4,1,11,1.3012325784592407
26,2.4000000000000004,0.9,1,11,1.4202607489795613
26,2.5000000000000004,0.0,0,11,0.7716292706357936
26,2.5000000000000004,0.1,0,11,1.0253992459622072
26,2.5000000000000004,0.4,0,11,1.289260642495378
26,2.5000000000000004,0.9,0,11,1.4166733912252605
26,2.5000000000000004,0.0,1,11,0.8758602665257622
26,2.5000000000000004,0.1,1,11,1.0734241752683475
26,2.5000000000000004,0.4,1,11,1.3025011386849865
26,2.5000000000000004,0.9,1,11,1.4206474776380442
26,2.6000000000000005,0.0,0,11,0.7837140742083767
26,2.6000000000000005,0.1,0,11,1.0306560311301145
26,2.6000000000000005,0.4,0,11,1.2906423857429599
26,2.6000000000000005,0.9,0,11,1.4170816928957874
26,2.6000000000000005,0.0,1,11,0.8845996917601799
26,2.6000000000000005,0.1,1,11,1.0777295876998
26,2.6000000000000005,0.4,1,11,1.3037580070976948
26,2.6000000000000005,0.9,1,11,1.4210318964488653
26,2.7000000000000006,0.0,0,11,0.7953679957040858
26,2.7000000000000006,0.1,0,11,1.0358024407397777
26,2.7000000000000006,0.4,0,11,1.2920107999803983
26,2.7000000000000006,0.9,0,11,1.4174875257066146
26,2.7000000000000006,0.0,1,11,0.893093003041381
26,2.7000000000000006,0.1,1,11,1.0819557587198343
26,2.7000000000000006,0.4,1,11,1.3050033474288798
26,2.7000000000000006,0.9,1,11,1.421414022212022
26,2.8000000000000007,0.0,0,11,0.8066181332746309
26,2.8000000000000007,0.1,0,11,1.0408423180883561
26,2.8000000000000007,0.4,0,11,1.293366082905672
26,2.8000000000000007,0.9,0,11,1.417890908048973
26,2.8000000000000007,0.0,1,11,0.9013517175000896
26,2.8000000000000007,0.1,1,11,1.086105077375256
26,2.8000000000000007,0.4,1,11,1.3062373201234387
26,2.8000000000000007,0.9,1,11,1.421793871562348
26,2.900000000000001,0.0,0,11,0.8174889058841482
26,2.900000000000001,0.1,0,11,1.0457793153668875
26,2.900000000000001,0.4,0,11,1.294708428011254
26,2.900000000000001,0.9,0,11,1.4182918581274933
26,2.900000000000001,0.0,1,11,0.9093865555968942
26,2.900000000000001,0.1,1,11,1.090179830578708
26,2.900000000000001,0.4,1,11,1.3074600824256644
26,2.900000000000001,0.9,1,11,1.4221714609717078
26,3.000000000000001,0.0,0,11,0.8280024361823167
26,3.000000000000001,0.1,0,11,1.05061690582489
26,3.000000000000001,0.4,0,11,1.2960380247007184
26,3.000000000000001,0.9,0,11,1.4186903939627409
26,3.000000000000001,0.0,1,11,0.9172075616034195
26,3.000000000000001,0.1,1,11,1.0941822087578794
26,3.000000000000001,0.4,1,11,1.3086717884625156
26,3.000000000000001,0.9,1,11,1.422546806751142
26,3.100000000000001,0.0,0,11,0.8381788653530372
26,3.100000000000001,0.1,0,11,1.0553583953698964
26,3.100000000000001,0.4,0,11,1.2973550584013784
26,3.100000000000001,0.9,0,11,1.419086533393737
26,3.100000000000001,0.0,1,11,0.9248241259965754
26,3.100000000000001,0.1,1,11,1.0981143111613052
26,3.100000000000001,0.4,1,11,1.3098725893241991
26,3.100000000000001,0.9,1,11,1.4229199250529723
26,3.200000000000001,0.0,0,11,0.8480366102977034
26,3.200000000000001,0.1,0,11,1.0600069402367056
26,3.200000000000001,0.4,0,11,1.298659710673098
26,3.200000000000001,0.9,0,11,1.4194802940804123
26,3.200000000000001,0.0,1,11,0.9322450519377536
26,3.200000000000001,0.1,1,11,1.1019781508022397
26,3.200000000000001,0.4,1,11,1.3110626331422073
26,3.200000000000001,0.9,1,11,1.4232908318728994
26,3.300000000000001,0.0,0,11,0.8575925761172307
26,3.300000000000001,0.1,0,11,1.0645655271717902
26,3.300000000000001,0.4,0,11,1.2999521593134287
26,3.300000000000001,0.9,0,11,1.4198716935060265
26,3.300000000000001,0.0,1,11,0.9394786026770168
26,3.300000000000001,0.1,1,11,1.1057756590701244
26,3.300000000000001,0.4,1,11,1.31224206516488
26,3.300000000000001,0.9,1,11,1.4236595430520491
26,3.4000000000000012,0.0,0,11,0.8668623332578477
26,3.4000000000000012,0.1,0,11,1.0690370210621203
26,3.4000000000000012,0.4,0,11,1.3012325784592407
26,3.4000000000000012,0.9,0,11,1.4202607489795618
26,3.4000000000000012,0.0,1,11,0.9465325458154487
26,3.4000000000000012,0.1,1,11,1.1095086900364104
26,3.4000000000000012,0.4,1,11,1.313411027830608
26,3.4000000000000012,0.9,1,11,1.4240260742789521
26,3.5000000000000013,0.0,0,11,0.8758602665257621
26,3.5000000000000013,0.1,0,11,1.073424175268348
26,3.5000000000000013,0.4,0,11,1.3025011386849847
26,3.5000000000000013,0.9,0,11,1.4206474776380458
26,3.5000000000000013,0.0,1,11,0.9534141925421691
26,3.5000000000000013,0.1,1,11,1.1131790244789586
26,3.5000000000000013,0.4,1,11,1.3145696608387305
26,3.5000000000000013,0.9,1,11,1.4243904410915726
26,3.6000000000000014,0.0,0,11,0.8845996917601803
26,3.6000000000000014,0.1,0,11,1.0777295876998005
26,3.6000000000000014,0.4,0,11,1.303758007097695
26,3.6000000000000014,0.9,0,11,1.4210318964488668
26,3.6000000000000014,0.0,1,11,0.96013043289226
26,3.6000000000000014,0.1,1,11,1.116788373647043
26,3.6000000000000014,0.4,1,11,1.3157181012182668
26,3.6000000000000014,0.9,1,11,1.4247526588791997
26,3.7000000000000015,0.0,0,11,0.8930930030413815
26,3.7000000000000015,0.1,0,11,1.0819557587198352
26,3.7000000000000015,0.4,0,11,1.3050033474288818
26,3.7000000000000015,0.9,0,11,1.4214140222120202
26,3.7000000000000015,0.0,1,11,0.9666877675586432
26,3.7000000000000015,0.1,1,11,1.1203383827869429
26,3.7000000000000015,0.4,1,11,1.3168564833944945
26,3.7000000000000015,0.9,1,11,1.4251127428844148
26,3.8000000000000016,0.0,0,11,0.9013517175000894
26,3.8000000000000016,0.1,0,11,1.0861050773752552
26,3.8000000000000016,0.4,0,11,1.3062373201234376
26,3.8000000000000016,0.9,0,11,1.4217938715623435
26,3.8000000000000016,0.0,1,11,0.9730923366776776
26,3.8000000000000016,0.1,1,11,1.1238306344463165
26,3.8000000000000016,0.4,1,11,1.3179849392535075
26,3.8000000000000016,0.9,1,11,1.4254707082049456
26,3.9000000000000017,0.0,0,11,0.9093865555968944
26,3.9000000000000017,0.1,0,11,1.0901798305787078
26,3.9000000000000017,0.4,0,11,1.3074600824256633
26,3.9000000000000017,0.9,0,11,1.4221714609717035
26,3.9000000000000017,0.0,1,11,0.979349945944866
26,3.9000000000000017,0.1,1,11,1.1272666515739866
26,3.9000000000000017,0.4,1,11,1.3191035982048058
